n1,n2,Re,Im
1.0,1.0,0.940971877890501,0.0
1.0,2.0,0.08552387789572637,0.0
1.0,3.0,0.08606921509843804,0.0
1.0,4.0,0.05341263367794476,0.0
1.0,5.0,0.01783527389416937,0.0
1.0,6.0,-0.006118838316664784,0.0
1.0,7.0,-0.01692390327163882,0.0
1.0,8.0,-0.01794846233455379,0.0
1.0,9.0,-0.01543075223029016,0.0
1.0,10.0,-0.01419583449914108,0.0
1.0,11.0,-0.01344516884916107,0.0
1.0,12.0,-0.01015095064670151,0.0
1.0,13.0,-0.004095469500611173,0.0
1.0,14.0,0.002325173257931149,0.0
1.0,15.0,0.006675526781681916,0.0
1.0,16.0,0.00811881161429924,0.0
1.0,17.0,0.007750966135944765,0.0
1.0,18.0,0.007108429373649881,0.0
1.0,19.0,0.006319559842561837,0.0
1.0,20.0,0.004492293416080794,0.0
1.0,21.0,0.001393232141946061,0.0
1.0,22.0,-0.002060001268000084,0.0
1.0,23.0,-0.004573580500529899,0.0
1.0,24.0,-0.005476528823872475,0.0
1.0,25.0,-0.005181313818304069,0.0
1.0,26.0,-0.004521175346273073,0.0
1.0,27.0,-0.003707749351905345,0.0
1.0,28.0,-0.002343666958680833,0.0
1.0,29.0,-0.0002640089899584578,0.0
1.0,30.0,0.002036863801382706,0.0
1.0,31.0,0.003717135748778158,0.0
1.0,32.0,0.004253899875994458,0.0
1.0,33.0,0.003867334620353062,0.0
1.0,34.0,0.003148964817597431,0.0
1.0,35.0,0.002333498183580608,0.0
1.0,36.0,0.001210065276184763,0.0
1.0,37.0,-0.0003537000792505734,0.0
1.0,38.0,-0.002046659908990191,0.0
1.0,39.0,-0.003248485742300832,0.0
1.0,40.0,-0.003528755326028455,0.0
1.0,41.0,-0.003037369849540983,0.0
1.0,42.0,-0.002264008628772865,0.0
1.0,43.0,-0.001458100693767229,0.0
1.0,44.0,-0.0004974302401643559,0.0
1.0,45.0,0.0007423895457249637,0.0
1.0,46.0,0.002056357942923631,0.0
1.0,47.0,0.002946402274489849,0.0
1.0,48.0,0.003032914031978902,0.0
1.0,49.0,0.002438443472378292,0.0
1.0,50.0,0.001614336431794672,0.0
1.0,51.0,0.0008270516466855615,0.0
1.0,52.0,-6.041393563681367e-07,0.0
1.0,53.0,-0.001004410460443655,0.0
1.0,54.0,-0.002056661130874263,0.0
1.0,55.0,-0.002728467229817413,0.0
1.0,56.0,-0.002657666482223712,0.0
1.0,57.0,-0.001958315720889787,0.0
1.0,58.0,-0.001084170757405476,0.0
1.0,59.0,-0.0003269215286888492,0.0
1.0,60.0,0.0003702486331526716,0.0
1.0,61.0,0.001177513604901126,0.0
1.0,62.0,0.002040489660921827,0.0
1.0,63.0,0.002559026521989737,0.0
1.0,64.0,0.002348781630127256,0.0
1.0,65.0,0.001529662966582477,0.0
1.0,66.0,0.0006015734446304453,0.0
1.0,67.0,-0.0001031500363510946,0.0
1.0,68.0,-0.0006388408610137849,0.0
1.0,69.0,-0.001251935270243242,0.0
1.0,70.0,-0.001991552751436699,0.0
1.0,71.0,-0.002427397092265211,0.0
1.0,72.0,-0.002064786512450566,0.0
1.0,73.0,-0.001065371886842625,0.0
1.0,74.0,-7.703153506868383e-05,0.0
1.0,75.0,0.0004924316863198579,0.0
1.0,76.0,0.0007025946469393769,0.0
1.0,77.0,0.001032502473661936,0.0
1.0,78.0,0.001877152786929017,0.0
1.0,79.0,0.002363886970639591,0.0
1.0,80.0,0.001079326559788848,0.0
2.0,2.0,0.7026173034325486,0.0
2.0,3.0,0.2299048211666292,0.0
2.0,4.0,0.151442758003814,0.0
2.0,5.0,0.06059508360734098,0.0
2.0,6.0,-0.003032563215504032,0.0
2.0,7.0,-0.03403305714962148,0.0
2.0,8.0,-0.03970097044522301,0.0
2.0,9.0,-0.03455963494464399,0.0
2.0,10.0,-0.03145700582680557,0.0
2.0,11.0,-0.0302254830603607,0.0
2.0,12.0,-0.02382859529510092,0.0
2.0,13.0,-0.01088477783912975,0.0
2.0,14.0,0.003544442082039248,0.0
2.0,15.0,0.01379543749659178,0.0
2.0,16.0,0.01758289403961648,0.0
2.0,17.0,0.01704803885967492,0.0
2.0,18.0,0.01570835831896856,0.0
2.0,19.0,0.01412080553054283,0.0
