n1,n2,Re,Im
1.0,1.0,0.5602140304388545,0.0
1.0,2.0,0.2412015050591169,0.0
1.0,3.0,-0.01217322268676824,0.0
1.0,4.0,-0.08583591780633412,0.0
1.0,5.0,-0.04008153114973508,0.0
1.0,6.0,-0.0326940949481867,0.0
1.0,7.0,0.006207756984042263,0.0
1.0,8.0,0.03211109067575395,0.0
1.0,9.0,0.01905032025100672,0.0
1.0,10.0,0.01413396884473798,0.0
1.0,11.0,-0.004432926022821334,0.0
1.0,12.0,-0.01899660321551553,0.0
1.0,13.0,-0.01188200880577142,0.0
1.0,14.0,-0.007946309120353302,0.0
1.0,15.0,0.003682822062373133,0.0
1.0,16.0,0.01345949876135694,0.0
1.0,17.0,0.008387321163039472,0.0
1.0,18.0,0.005003390734406048,0.0
1.0,19.0,-0.003286253278251836,0.0
1.0,20.0,-0.01054289271902988,0.0
1.0,21.0,-0.006347894988419952,0.0
1.0,22.0,-0.003323746093874378,0.0
1.0,23.0,0.003053162123297027,0.0
1.0,24.0,0.008818790209974812,0.0
1.0,25.0,0.005009913405510135,0.0
1.0,26.0,0.002242095658585143,0.0
1.0,27.0,-0.002907569246564381,0.0
1.0,28.0,-0.007741311004334092,0.0
1.0,29.0,-0.004038792785956839,0.0
1.0,30.0,-0.001479092706708592,0.0
1.0,31.0,0.002809894907627512,0.0
1.0,32.0,0.007068497372116598,0.0
1.0,33.0,0.003238890870221257,0.0
1.0,34.0,0.0008983810897031024,0.0
1.0,35.0,-0.002728633015719442,0.0
1.0,36.0,-0.006711832434548429,0.0
1.0,37.0,-0.002389527861583253,0.0
1.0,38.0,-0.0004645754039259568,0.0
1.0,39.0,0.002698665405735752,0.0
1.0,40.0,0.007132884663777568,0.0
2.0,2.0,0.4185670095572319,0.0
2.0,3.0,0.114172579785652,0.0
2.0,4.0,-0.02447044142587907,0.0
2.0,5.0,-0.02694452405412875,0.0
2.0,6.0,-0.01870841571031525,0.0
2.0,7.0,-0.005476066918554761,0.0
2.0,8.0,0.01084906562846151,0.0
2.0,9.0,0.009134939896989932,0.0
2.0,10.0,0.007193366912617782,0.0
2.0,11.0,0.0007802093303366456,0.0
2.0,12.0,-0.006695650310451496,0.0
2.0,13.0,-0.005225382108813832,0.0
2.0,14.0,-0.003834536775417533,0.0
2.0,15.0,0.0002819296427449341,0.0
2.0,16.0,0.004862661341992383,0.0
2.0,17.0,0.003554882807114565,0.0
2.0,18.0,0.002340589665990508,0.0
2.0,19.0,-0.0006495758388820472,0.0
2.0,20.0,-0.003871689156035663,0.0
2.0,21.0,-0.00263371323388034,0.0
2.0,22.0,-0.001522248170435617,0.0
2.0,23.0,0.0008100455875986494,0.0
2.0,24.0,0.00327461886383997,0.0
