W,L,Nup,Ndown,E,time(ms),time(sec),
2,30,49,11,-126.5357697579540854,8032768,8032,
2,30,20,20,-164.6912683863086784,28639857,28639,
2,30,39,1,-47.9766869987075850,34175478,34175,
2,30,48,12,-135.6325504389785976,13321443,13321,
2,30,38,1,-48.6145016509562709,37312181,37312,
2,30,47,13,-144.2586614616602958,15521033,15521,
2,30,37,1,-49.1867396040268474,43548912,43548,
2,30,21,21,-172.2513730421065077,42002116,42002,
2,30,30,30,-238.0513056675564769,6167498,6167,
2,30,20,1,-45.9292435673671662,48445213,48445,
2,30,24,24,-194.6263066191988571,46279576,46279,
2,30,33,1,-50.6157541370389268,49892803,49892,
2,30,22,22,-179.7605390195753330,48005762,48005,
2,30,35,1,-50.0695895503750208,53552218,53552,
2,30,25,25,-201.9828621491305114,51296232,51296,
2,30,46,14,-152.4137889432608688,30823261,30823,
2,30,21,1,-46.7276090735743779,56058825,56058,
2,30,22,1,-47.5108050913859543,57222141,57222,
2,30,34,1,-50.3710632852623448,57091705,57091,
2,30,23,23,-187.2188664022646094,55126120,55126,
2,30,24,1,-48.7909477214489158,63198848,63198,
2,30,45,15,-160.1032506978736194,37703299,37703,
2,30,23,1,-48.2054128499262546,64971007,64971,
2,30,31,1,-50.8192461487962248,66667850,66667,
2,30,32,1,-50.7603842054940628,68306461,68306,
2,30,28,1,-50.4740178705220757,70092516,70092,
2,30,29,1,-50.6768339638789769,70348529,70348,
2,30,30,1,-50.7947748097291054,72190473,72190,
2,30,27,1,-50.1902558252843178,72329817,72329,
2,30,25,1,-49.3636669624137241,73226155,73226,
2,30,26,26,-209.2888157069784256,71204457,71204,
2,30,26,1,-49.8002590196873030,76190644,76190,
2,30,27,27,-216.5450644156434805,72169189,72169,
2,30,29,1,-50.6768339638789769,70256219,70256,
2,30,29,29,-230.9192715349740297,76800498,76800,
2,30,28,28,-223.7537113327065299,84107073,84107,
2,30,1,29,-50.6768339638789769,68208024,68208,
2,30,44,16,-167.1973373308787529,86629386,86629,
2,30,2,28,-58.5220665656038364,111770549,111770,
2,30,36,1,-49.6317220763460796,137136678,137136,
2,30,28,2,-58.5220665731092353,148174880,148174,
2,30,24,6,-86.7396783543442638,152567739,152567,
2,30,6,24,-86.7396783535646989,147254568,147254,
2,30,26,4,-73.2590603261279512,158284866,158284,
2,30,27,3,-66.0741027659497036,158534567,158534,
2,30,14,16,-122.9315392081234251,155768239,155768,
2,30,16,14,-122.9315392012987473,157396023,157396,
2,30,25,5,-80.1535820849585576,160870433,160870,
2,30,3,27,-66.0741027659497036,152056950,152056,
2,30,4,26,-73.2590603261279512,159684037,159684,
2,30,5,25,-80.1535820849585576,160633265,160633,
2,30,11,49,-126.5357697579540854,7380819,7380,
2,30,13,47,-144.2586614610681011,15580257,15580,
2,30,9,51,-106.9545124919885097,2103680,2103,
2,30,10,50,-116.9732567421788474,3515781,3515,
2,30,7,53,-85.6085788854951204,642319,642,
2,30,6,54,-74.3222499330285160,341830,341,
2,30,12,48,-135.6325504389785976,12415029,12415,
2,30,5,55,-62.6610943846100952,199068,199,
2,30,8,52,-96.4935086509551212,1352707,1352,
2,30,1,59,-12.9539263304608383,14319,14,
2,30,0,60,0.0000000000000000,95,0,
2,30,2,58,-25.7572572842754610,29190,29,
2,30,4,56,-50.6557015649674796,109442,109,
2,30,3,57,-38.3409705275816748,73394,73,
2,30,14,46,-152.4137889432608688,28880463,28880,
2,30,32,28,-230.6606003845845123,162347661,162347,
2,30,13,17,-119.4981703524401269,193679636,193679,
2,30,15,45,-160.1032506978736194,39079075,39079,
2,30,34,26,-222.7900582407596062,171576215,171576,
2,30,17,13,-119.4981703524401269,200239167,200239,
2,30,28,32,-230.6606003845845123,167775298,167775,
2,30,9,21,-102.8678388543589648,201767389,201767,
2,30,26,34,-222.7900583912061734,171936217,171936,
2,30,38,22,-204.0091080176098899,192120980,192120,
2,30,41,19,-186.7757080991508190,198047576,198047,
2,30,35,25,-218.5220690767123415,201063395,201063,
2,30,31,29,-234.3831735466854411,197702278,197702,
2,30,25,35,-218.5220690767123415,193911785,193911,
2,30,33,27,-226.8190729298547978,203104017,203104,
2,30,43,17,-173.9317664920579034,213620303,213620,
2,30,29,31,-234.3831735622781594,204052368,204052,
2,30,16,44,-167.1973373298766603,89453263,89453,
2,30,27,33,-226.8190729298547978,210997047,210997,
2,30,10,20,-107.4609452359288184,244048601,244048,
2,30,21,9,-102.8678388543589648,250433402,250433,
2,30,36,24,-213.9794406411161276,226254810,226254,
2,30,42,18,-180.4682557501096767,232722236,232722,
2,30,37,23,-209.1416561316078173,230452150,230452,
2,30,40,20,-192.8172950888194350,236535097,236535,
2,30,8,22,-97.9069660842888965,265437168,265437,
2,30,39,21,-198.5680212844094967,252533307,252533,
2,30,20,10,-107.4609452359288184,286815499,286815,
2,30,24,36,-213.9794406411161276,190168430,190168,
2,30,22,8,-97.9069660716040033,296546701,296546,
2,30,22,38,-204.0091080176098899,187533397,187533,
2,30,23,37,-209.1416561316078173,194817634,194817,
2,30,18,42,-180.4682557501096767,186458830,186458,
2,30,20,40,-192.8172950888194350,192029693,192029,
2,30,17,43,-173.9317664920579034,209197316,209197,
2,30,19,41,-186.7757080991508190,225324628,225324,
2,30,21,39,-198.5680212844094967,239710800,239710,
