n1,n2,Re,Im
1.0,1.0,0.9935814691837587,0.0
1.0,2.0,0.001755776264682261,0.0
1.0,3.0,0.00220818873378524,0.0
1.0,4.0,0.001751726974543759,0.0
1.0,5.0,0.0006482463047883418,0.0
1.0,6.0,0.001556321119931097,0.0
1.0,7.0,0.004209057896036744,0.0
1.0,8.0,0.005292015275800625,0.0
1.0,9.0,0.004192577429881803,0.0
1.0,10.0,0.001549244416098045,0.0
1.0,11.0,0.001482672083092915,0.0
1.0,12.0,0.004025462176488639,0.0
1.0,13.0,0.005062393130620415,0.0
1.0,14.0,0.003999080570012596,0.0
1.0,15.0,0.001471513720576835,0.0
1.0,16.0,0.0005477890541330209,0.0
1.0,17.0,0.001539423781166576,0.0
1.0,18.0,0.001963089057042026,0.0
1.0,19.0,0.001518303305578723,0.0
1.0,20.0,0.0005385917374585168,0.0
1.0,21.0,-0.0004830576648500929,0.0
1.0,22.0,-0.001129452514322753,0.0
1.0,23.0,-0.001295752384521033,0.0
1.0,24.0,-0.00113377709384706,0.0
1.0,25.0,-0.0004852257890375622,0.0
1.0,26.0,-0.000992520340141852,0.0
1.0,27.0,-0.002295629613669337,0.0
1.0,28.0,-0.002589320691494847,0.0
1.0,29.0,-0.002284873612581095,0.0
1.0,30.0,-0.0009879741539504778,0.0
1.0,31.0,-0.0009994666977031093,0.0
1.0,32.0,-0.002137803146737598,0.0
1.0,33.0,-0.002251253660766425,0.0
1.0,34.0,-0.002123083663547421,0.0
1.0,35.0,-0.0009929629884505204,0.0
1.0,36.0,-0.0008481971331670074,0.0
1.0,37.0,-0.001751391491168037,0.0
1.0,38.0,-0.001786203374664524,0.0
1.0,39.0,-0.00174278624113063,0.0
1.0,40.0,-0.0008443552195241903,0.0
1.0,41.0,-0.0006505033015493848,0.0
1.0,42.0,-0.001409478712808362,0.0
1.0,43.0,-0.00150845171135108,0.0
1.0,44.0,-0.001408645820302564,0.0
1.0,45.0,-0.0006502663089399595,0.0
1.0,46.0,-0.0003207415847047448,0.0
1.0,47.0,-0.0007291132050552653,0.0
1.0,48.0,-0.0008151644259408338,0.0
1.0,49.0,-0.0007320670734826954,0.0
1.0,50.0,-0.0003223583789573852,0.0
1.0,51.0,8.110549969803029e-05,0.0
1.0,52.0,0.0001850335100739695,0.0
1.0,53.0,0.0002053495716328113,0.0
1.0,54.0,0.0001818452456937952,0.0
1.0,55.0,7.937138162217456e-05,0.0
1.0,56.0,0.0003710971592350109,0.0
1.0,57.0,0.0008110799528229872,0.0
1.0,58.0,0.0008739059718012029,0.0
1.0,59.0,0.000808920631127662,0.0
1.0,60.0,0.0003699445072749119,0.0
1.0,61.0,0.0004897338145219206,0.0
1.0,62.0,0.001008626452149829,0.0
1.0,63.0,0.001028911044943853,0.0
1.0,64.0,0.00100771658031027,0.0
1.0,65.0,0.0004893161463658007,0.0
1.0,66.0,0.0005118097322517402,0.0
1.0,67.0,0.001044282647448129,0.0
1.0,68.0,0.001056334466740756,0.0
1.0,69.0,0.001044669640864034,0.0
1.0,70.0,0.0005121198433842054,0.0
1.0,71.0,0.0004575480675503315,0.0
1.0,72.0,0.0009716409335409545,0.0
1.0,73.0,0.001022341358712195,0.0
1.0,74.0,0.0009729903081878581,0.0
1.0,75.0,0.0004583566729319341,0.0
1.0,76.0,0.0002870684745662862,0.0
1.0,77.0,0.0006189706436682859,0.0
1.0,78.0,0.000660940251355363,0.0
1.0,79.0,0.0006205999849667201,0.0
1.0,80.0,0.0002879951347100347,0.0
1.0,81.0,4.609431749606952e-05,0.0
1.0,82.0,8.211537445119439e-05,0.0
1.0,83.0,7.152773039276761e-05,0.0
1.0,84.0,8.337116936453313e-05,0.0
1.0,85.0,4.679518532879522e-05,0.0
1.0,86.0,-0.0001564251613410095,0.0
1.0,87.0,-0.0003393932588267156,0.0
